AccusedRef,FirstName,LastName,Alias,DesTitle,Sex,Res_settlement,Res_parish,Res_presbytery,Res_county,MaritalStatus,Occupation,Notes
A/EGD/159,Alisone,Nisbet,,,Female,,P/ST/924,Chirnside,Berwick,Married,Midwife,"She is also referred to as Elie Nesbitt.  Repute a witch for 13 years.  She was married and admitted to committing adultery with Andrew Park.  At one point she was a servant to the minister of Hilton, described as 'fostering his eldest son' [Fostering could be wet-nursing], until one of her patients told the minister about an afterbirth ritual she did that had supposedly resulted in someone's death.  Alison's mother supposedly fled to England after a commission was granted ot arrest and try her."
A/EGD/1590,Jonnet,Matheson,,,Female,Gilmerton,P/ST/391,Edinburgh,Edinburgh,,,
A/EGD/1591,Jeane,Craig,,,Female,,P/ST/1525,Haddington,Haddington,Married,,Husband was a tailor. 22 year reputation.  Her mother testified against her.  A connection to the coal pits (she was accused of killing someone in the coal pit.
A/EGD/1593,Janet,Fairlie,,,Female,,P/ST/1009,Kelso,Roxburgh,Married,,
A/EGD/1594,Libra,Watt,,,Female,Grangepannes,P/ST/693,Linlithgow,Linlithgow,,,
A/EGD/1595,Agnes,Scobie,,,Female,Grangepannes,P/ST/693,Linlithgow,Linlithgow,Married,,
A/EGD/1596,Margaret,Somervell,,,Female,,P/ST/693,Linlithgow,Linlithgow,,,
A/EGD/1597,Catherine,Wilson,,,Female,,P/ST/693,Linlithgow,Linlithgow,,,
A/EGD/1599,Margaret,Allane,,,Female,Longniddry,,Haddington,Haddington,Married,,Husband Thomas Corsar or Cosser
A/EGD/16,Agnes,Mullikine,Bessie Boswell,,Female,,P/ST/714,Dunfermline,Fife,,,
A/EGD/160,Johnne,Colquhoun,,Sir,Male,Luse,,,Dunbarton,Married,,"His wife was Lady Lillias Graham, eldest daughter of John Earl of Montrose."
A/EGD/1600,Agnes,Tailzeor,,,Female,,P/ST/575,Linlithgow,Linlithgow,Married,,
A/EGD/1601,Margaret,Gibson,,,Female,,P/ST/1525,Haddington,Haddington,,,
A/EGD/1602,Margaret,Strachan,,,Female,,P/ST/1525,Haddington,Haddington,,,
A/EGD/1603,Catherine,Craig,,,Female,,P/ST/1525,Haddington,Haddington,,,
A/EGD/1604,Andrew,Jonston,,,Male,,P/ST/935,Haddington,Haddington,,,No details.
A/EGD/1605,Bessie,Johnstone,,,Female,,P/ST/935,Haddington,Haddington,,,No details.
A/EGD/1606,Marion,Lawrie,,,Female,,P/ST/935,Haddington,Haddington,,,No details about accused.
A/EGD/1607,Janet,Patersone,,,Female,,P/ST/935,Haddington,Haddington,,,possibly same person as James Patersone (c/jo/2688).
A/EGD/1608,Janet,Carnecroce,,,Female,Lystoun,P/ST/935,Haddington,Haddington,,,No details about accused.
A/EGD/1609,Patrick,Andersone,,,Male,Paistoun,P/ST/1321,Dalkeith,Edinburgh,,,
A/EGD/161,Thomas,Carlipis,,,Male,,,,Dunbarton,,Servant,"He was a trusted, high-ranking servant to a Laird John Colquhoun also tried.  Described also as a guild brother and burgess (p. 218)."
A/EGD/1610,Margaret,Pringle,,,Female,Paistoun,P/ST/1321,Dalkeith,Edinburgh,,,
A/EGD/1611,Margaret,Murray,,,Female,,P/ST/935,Haddington,Haddington,,,No details about accused.
A/EGD/1612,James,Dalgleish,,,Male,Wester Pencaitland,P/ST/1333,Haddington,Haddington,,,
A/EGD/1613,William,Scott,,,Male,,P/ST/658,Edinburgh,Edinburgh,Married,Weaver,Age 31 (25+6=31)
A/EGD/1614,Bessie,Scott,,,Female,,P/ST/658,Edinburgh,Edinburgh,,,
A/EGD/1615,Rachael,Horseburgh,,,Female,Wester Pencaitland,P/ST/1333,Haddington,Haddington,,,
A/EGD/1617,Elizabeth,Wilson,,,Female,,P/ST/1333,Haddington,Haddington,,,Noted as being fugitive.
A/EGD/1618,Geilles,Wood,,,Female,Wester Pencaitland,P/ST/1333,Haddington,Haddington,,,
A/EGD/1619,Janet,Thomesone,,,Female,Winistoun,P/ST/967,Dalkeith,Edinburgh,Married,,few details. Probably not the same as Janet Thomesone (C/EGD/1983).
A/EGD/162,Elizabeth,Bathgate,,,Female,,P/ST/804,Brechin,Berwick,Married,,Husband was a maltman.  Her husband was also a servant to Mr. George Auchthertown (Ochterlony) - he also testified against her. Reputation for 32 years (32+25=57)
A/EGD/1620,Isobel,Keith,,,Female,Keithmarshall,P/ST/1122,Haddington,Haddington,,,She is described as being from Keithmarshall.
A/EGD/1621,Rachael,Forrester,,,Female,,,Haddington,Haddington,,,
A/EGD/1622,Janet,Robertsone,,,Female,,P/ST/693,Linlithgow,Linlithgow,,,
A/EGD/1623,Jeane,Walker,,,Female,,P/ST/693,Linlithgow,Linlithgow,,,
A/EGD/1236,Margaret,Ritchie,,,Female,Boddome,P/ST/1341,Deer,Aberdeen,,,
A/EGD/1237,Margaret,Buchan,,,Female,Boddome,P/ST/1341,Deer,Aberdeen,,,
A/EGD/1238,Margaret,Small,,,Female,Boddome,P/ST/1341,Deer,Aberdeen,,,
A/EGD/1239,Margaret,Whyte,,,Female,,P/ST/1341,Deer,Aberdeen,,,
A/EGD/124,Michael,Clark,,,Male,,P/ST/1131,Dalkeith,Edinburgh,,Smith,Smiths were often thought to have magical powers.
A/EGD/1240,Margaret,Fisher,,,Female,,P/ST/1341,Deer,Aberdeen,,,
A/EGD/1241,Patrick,Tod,,,Male,Eglisgreg,P/JO/3554,Fordoun,Kincardine,,,
A/EGD/1242,Agnes,Boyd,,,Female,,P/ST/1328,Paisley,Renfrew,,,
A/EGD/1243,George,Sempill,,Mr,Male,Paisley,P/ST/1328,Paisley,Renfrew,,Minister,Noted as being a preacher/minister.
A/EGD/1245,Bessie,Purcell,,,Female,Cannongate,P/ST/654,Edinburgh,Edinburgh,Married,,"They were indewellers, she was accused by a group of cordiners in the cannongate."
A/EGD/1246,John,Philip,,,Male,,,,Aberdeen,,Vagabond,"possibly from Banff, hard to tell."
A/EGD/1248,Christian,Paterson,,,Female,Hirdmestoun,P/JO/3539,Haddington,Edinburgh,Married,,
A/EGD/125,Bessie,Aiken,,,Female,,,Edinburgh,Edinburgh,,,Consulted by a man from South Leith but may not have been from there herself.
A/EGD/1250,Marion,Mure,,,Female,Leith,P/ST/33,Edinburgh,Edinburgh,Widowed,,
A/EGD/1251,Marioun,Lumisden,,,Female,Leith,P/ST/33,Edinburgh,Edinburgh,,,
A/EGD/1252,Helene,Hamiltoun,,,Female,Leith,P/ST/33,Edinburgh,Edinburgh,,,
A/EGD/1253,Helen,Widdrow,,,Female,Barphilan,,,Renfrew,Widowed,,
A/EGD/1254,Janet,Love,,,Female,,P/ST/915,Greenock,Renfrew,Married,,
A/EGD/1256,Marion,Layland,Ritchart,,Female,,P/ST/1494,North Isles,Orkney,,,"Her son-in-law testified against her that he saw her at a meeting with the Devil.  I think she was poor.  I think she had been married or was still married, her son's last name was Fischer."
A/EGD/1257,Katherene,Grieve,Millar,,Female,,,,Orkney,,,"I think she was married she had children, but there is no mention of a husband.  I think she worked for John Brown in some capacity.  I also don't think she was poor."
A/EGD/1258,Isabel,Sinclair,,,Female,,P/ST/804,Chirnside,Berwick,Married,,
A/EGD/1259,Patrick,Smith,,,Male,,,,Berwick,,,
A/EGD/126,James,Reid,,,Male,Musselburgh,P/ST/967,Edinburgh,Edinburgh,,Servant,Reputation for 13 years.
A/EGD/1260,Janet,Williamson,,,Female,,P/ST/804,Chirnside,Berwick,,,
A/EGD/1262,William,Mearns,,,Male,,,,Berwick,,,
A/EGD/1263,Elspeth,Wilson,,,Female,,P/ST/804,Chirnside,Berwick,,Servant,Servant to Mr. George Ochterlony
A/EGD/1264,Giles,Chalmer,,,Female,Outlaw,,,Forfar,Married,,Farmer
A/EGD/1265,George,Fraser,,,Male,Outlaw,,,Forfar,Married,Farmer,Farmers
A/EGD/1266,Katherine,Cragie,Estquoy,,Female,,,,Orkney,,,Looks like relatives might have testfied against her.
A/EGD/1267,Margaret,Hutton,,,Female,,P/ST/629,Dunfermline,Fife,Married,,husband a burgess and a bailie.
A/EGD/1268,Isobel,Adamsone,,,Female,,,,Dumfries,,,
A/EGD/1269,Jean,Barbour,,,Female,,P/ST/1514,Kirkcudbright,Kirkcudbright,,,
A/EGD/127,Margaret,Duncane,,,Female,Lomes,P/ST/709,Ayr,Ayr,,,
A/EGD/1270,Agnes,Grant,,,Female,,P/ST/815,Elgin,Elgin,,,
A/EGD/1271,Katherine,Burgess,,,Female,,P/ST/663,,Elgin,,,
A/EGD/1272,Jonet,Reid,,,Female,,,,Orkney,,,she had a daughter
A/EGD/1273,Husband of Elizabeth,Rennie,,,Male,,,,Orkney,Married,,
A/EGD/1274,Elspeth,Linay,,,Female,,,,Orkney,Widowed,,
A/EGD/1275,Margaret,Ranie,Todlock,,Female,,,,Orkney,,,
A/EGD/1276,Christane,Poock,,,Female,Forse,,,Orkney,,Servant,a servitor
A/EGD/1277,Thomas,Rob,,,Male,,P/JO/3549,Perth,Perth,Married,,Married couple and daughter accused. Age calculated from daughter being at least 14 years old. 14+25+39.
A/EGD/1278,Agnes,Stoddart,,,Female,,P/JO/3549,Perth,Perth,Married,,"Married couple and daughter accused, age calculated from daughter being over 14 years 25+14+39."
A/EGD/1279,Jean,Rob,,,Female,,P/JO/3549,Perth,Perth,,,"accused with her parents, age calculated as 14 years."
A/EGD/128,Katherine,McTeir,,,Female,Halie,P/ST/709,Ayr,Ayr,,Servant,She was a farm servant.  Her mother was also called before the session and called 'ane notit witch'.
A/EGD/1281,Jean,Lachlane,,,Female,,P/ST/648,Lanark,Lanark,,,
A/EGD/1282,Helen,Stewart,,,Female,,,,Lanark,,,
A/EGD/1283,Mary,Cunningham,,,Female,Cheapelland,P/ST/629,Dunfermline,Fife,Widowed,,her daughter was also arrested for witchcraft.
A/EGD/1284,Jonet,Erskine,,,Female,,P/ST/629,Dunfermline,Fife,,,her mother was also accused of witchcraft.
A/EGD/1285,Margaret,Young,,,Female,,P/JO/3542,Linlithgow,Linlithgow,,,Father was a mariner
A/EGD/1286,Christiane,Melvill,,,Female,,P/JO/3544,Linlithgow,Linlithgow,,,Name looks like Mealing in presbytery minutes.
A/EGD/1287,Margaret,Young,,,Female,,P/ST/784,Kirkcaldy,Fife,Married,,Her husband was a merchant burgess
A/EGD/1288,Jonnet,McKennan,,,Female,Balmurrie,,Stranraer,Wigtown,Married,,
A/EGD/1289,Marion,Shenan,,,Female,Drochdool,P/ST/1315,Stranraer,Wigtown,Married,,
A/EGD/129,Patrik,Lowrie,,,Male,Halie,P/ST/709,Ayr,Ayr,,,reputation for 23 years (23+25=48).
A/EGD/1290,Marion,Russell,,,Female,Glenluce,P/ST/1315,Stranraer,Wigtown,,,
A/EGD/1291,Isobell,Bigham,,,Female,,P/JO/3552,Stranraer,Wigtown,,,
A/EGD/1292,Africk,Elam,,,Female,Knockibae,,Stranraer,Wigtown,Married,,This accused was recorded as Elam Africk but in RPC and presbytery she was recorded as Africk Elam.
A/EGD/1293,Margaret,Thomsone,,,Female,Calder muir,P/JO/3543,Edinburgh,Edinburgh,Married,,
A/EGD/1294,Jonet,Lockie,,,Female,,P/ST/648,Lanark,Lanark,,,
A/EGD/1295,Maillie,Pattersone,,,Female,,P/ST/648,Lanark,Lanark,,,
A/EGD/1296,Margaret,Watsoun,,,Female,,P/ST/648,Lanark,Lanark,,,She was the niece of Margaret Watsoun C/LA/2922).
A/EGD/1297,Margaret,Reid,,,Female,,P/ST/648,Lanark,Lanark,,,
A/EGD/1298,Kathren,Shaw,,,Female,,,Lanark,Lanark,Widowed,,When the devil wanted her to be his servant she asked him what he could offer her because she already had meat and meal.
A/EGD/13,Elizabeth,Sinclair,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,,,
A/EGD/130,Issobel,Griersoune,,,Female,,P/ST/1359,Haddington,Haddington,Married,,
A/EGD/1300,Agnes,Clarkson,,,Female,,P/ST/720,Haddington,Haddington,Widowed,,
A/EGD/1301,John,Weir,,,Male,Painston,,Haddington,Haddington,Married,Mealmaker,
A/EGD/1303,Helen,Lausone,,,Female,,,Haddington,Haddington,,,Named by Issobell Murray.
A/EGD/1304,Barbara,Purdie,,,Female,,,Haddington,Haddington,,,Very few details about accused but mentioned in another witch's confession.
A/EGD/1305,Margaret,Hog,,,Female,Painston,,Haddington,Haddington,,,
A/EGD/1306,Margaret,Bartilman,,,Female,,P/ST/934,Haddington,Haddington,Married,,Named by Issobell Murray.
A/EGD/1307,Margaret,Russell,,,Female,,,,Haddington,,,
A/EGD/1308,Marjorie,Adamsone,,,Female,,,,Haddington,,,
A/EGD/1309,Marion,Richesone,,,Female,Longniddry,,Haddington,Haddington,,,
A/EGD/131,Bartie,Patersoune,,,Male,,P/ST/1274,Dalkeith,Edinburgh,,Tasker,"A tasker is a pieceworker.  Described as Lxi years of age.  The Index described him as a tailor, but on a very careful examination I think it says 'Tasker'."
A/EGD/1310,Agnes,Hunter,,,Female,Painston,P/ST/1333,Haddington,Haddington,,,
A/EGD/1311,Margaret,Dicksone,,,Female,Penston,P/ST/1333,Haddington,Haddington,,,"Named by Agnes Hunter initially but also by Issobell Murray. Her age is probably older as she has a daughter who is of working age, but she confessed she had been 5 years in devil's service.
This may be the same Margaret Dicksone from Pencaitland accused in 1643, C/JO/2632."
A/EGD/1312,Issobell,Murray,,,Female,Penston,P/ST/1333,Haddington,Haddington,Married,,Named by Margaret Dicksone. She named 9 others (8 women and 1 man).
A/EGD/1313,Margaret,Staig,,,Female,,,,Haddington,,,
A/EGD/1314,Manie,Halieburton,,,Female,West Fentoun,P/ST/720,Haddington,Haddington,Married,,This may be the same as Euphame Halieburton (C/EGD/1349).
A/EGD/1315,Bessie,Hogge,,,Female,West Fenton,P/ST/720,Haddington,Haddington,,,Recorded as Bessie Hodgen presbytery records. Named as witch by Agnes Clarkson.
A/EGD/1316,Patrik,Watsone,,,Male,West Fenton,P/ST/720,Haddington,Haddington,Married,,Accused's wife confessed to seeking help from devil to cure her sick daughter 18 years previously.
A/EGD/1317,Issobell,Broune,,,Female,,P/ST/804,Chirnside,Berwick,,,She had bairns and the Devil promised they would not want
A/EGD/1318,Marion,Robison,,,Female,,,,Berwick,,,
A/EGD/1319,Beatrix,Young,,,Female,,,Chirnside,Berwick,,,
A/EGD/1320,Alisone,Cairnes,,,Female,,,,Berwick,,,
A/EGD/1321,Helen,Tailzear,,,Female,,P/ST/804,Chirnside,Berwick,,,
A/EGD/1322,Margaret,Dobson,,,Female,,,,Berwick,,,
A/EGD/1323,Grissell,Anderson,,,Female,Painston,,Haddington,Haddington,Married,,
A/EGD/1324,John,Dicksone,,,Male,Painston,,Haddington,Haddington,,,
A/EGD/1325,Margarit,Robertson,,,Female,,P/ST/934,Haddington,Haddington,,,Named by Margaret Veitch/Vaith.
A/EGD/1326,Margrat,Vaith,,,Female,,,Haddington,Haddington,,,
A/EGD/1327,Mauld,Gauld,,,Female,Briggait,P/ST/1328,Glasgow,Renfrew,Married,,Her husband was a wright (a carpenter or joiner).  The first depositions were taken at Kilbarchane.
A/EGD/1328,Agnes,Watersoun,,,Female,,P/ST/525,Kirkcaldy,Fife,,,
A/EGD/1329,Elspeth,Ronaldsone,,,Female,,P/ST/525,Kirkcaldy,Fife,,,
A/EGD/133,Cristiane,Tod,,,Female,Longniddry,,Haddington,Haddington,,,Her sister was also an accused witch
A/EGD/1330,Jonet,Murray,,,Female,,P/ST/525,Kirkcaldy,Fife,,,
A/EGD/1331,Elizabeth,Lawsone,Elspeth,,Female,,,Haddington,Haddington,,,Recorded as Elspeth in APS
A/EGD/1332,Issobell,Ritchardsone,,,Female,,,Haddington,Haddington,,,
A/EGD/1334,Agnes,Murray,,,Female,,,,Haddington,,,
A/EGD/1335,Jeane,Deanes,,,Female,Godspeid,,Haddington,Haddington,,,
A/EGD/1336,Begis,Bathcat,,,Female,Baigbie,,,Haddington,,,
A/EGD/1337,Euphame,Haliburton,,,Female,,,,Haddington,,,"She may be the same person as Manie Haliburton, c/egd/1326."
A/EGD/1338,Marion,Hutson,,,Female,,,,Haddington,,,
A/EGD/1339,Issobell,Hutson,,,Female,,,,Haddington,,,
A/EGD/134,Johnne,Gordoun,Gray-meill,,Male,,,,Haddington,,,"He sometimes appeared as Johnne Gray-meill, but the two men are linked as same man in Napier's dittay and in Calendar of State Papers."
A/EGD/1340,George,Hutson,,,Male,,,,Haddington,,,
A/EGD/1341,Isobel,Wilson,,,Female,,P/ST/693,Linlithgow,Linlithgow,,,
A/EGD/1342,Elspeth,Baillie,,,Female,Pilmore,,Haddington,Haddington,,,
A/EGD/1343,Helene,Deanes,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,,,
A/EGD/1344,Issobell,Cairnes,,,Female,,,Haddington,Haddington,,,
A/EGD/1345,Helen,Sharpe,,,Female,,,,Haddington,,,
A/EGD/1346,Adam,Harlaw,,,Male,,,,Haddington,,,
A/EGD/1347,Jonet,Wast,,,Female,,,,Haddington,,,probably the same person as c/egd/517 even though that date is for 1662.
A/EGD/1348,Jeane,Craufurd,,,Female,,,,Renfrew,,,
A/EGD/1349,Unknown,Bargans,,,Male,,,,Renfrew,,,
A/EGD/135,Ersche Marioun,Unknown,Irish,,Female,,P/ST/3483,Haddington,Haddington,Married,,Wobster's (weaver) wife
A/EGD/1350,Jeanat,Mountgomerie,,,Female,,,,Renfrew,,,
A/EGD/1351,Thomas,Lich (or Leich),,,Male,,,,Renfrew,,,
A/EGD/1352,Margaret,Finlasoun,,,Female,,P/ST/1377,Renfrew,Renfrew,Married,,"She had two servants and was mentioned as frequenting hiring fairs in Renfrew. She also hired someone to sew a mutch for her and contemplated buying hose, had a kale yard and cows.  I think she was middling.  Her son was young around 10 years old."
A/EGD/1353,Margaret,Keltie,,,Female,Crook of Devon,,,Perth,,,
A/EGD/1354,Bessie,Todrig,,,Female,,P/ST/521,Haddington,Haddington,,,
A/EGD/1355,Bessie,Dawsoun,,,Female,,P/ST/521,Haddington,Haddington,,,
A/EGD/1357,Margaret,Bowar,,,Female,,,Haddington,Haddington,,,
A/EGD/1358,Margaret,Maislet,,,Female,Maristoun,,Haddington,Haddington,,,
A/EGD/1359,Jonet,Baigbie,,,Female,,P/ST/521,Haddington,Haddington,,,
A/EGD/136,Beigis,Tod,,,Female,Longniddry,,Haddington,Haddington,,,accusation from 1594.
A/EGD/1360,Issobell,Smith,,,Female,Over Bolton,P/ST/521,Haddington,Haddington,,,Also recorded as Smyth in RPC.
A/EGD/1361,Anna,Kemp,,,Female,,P/ST/521,Haddington,Haddington,Married,,
A/EGD/1362,Margaret,Ker,,,Female,,P/ST/521,Haddington,Haddington,,,
A/EGD/1363,Margret,Nisbitt,,,Female,,P/ST/1456,Dunbar,Haddington,,,Recorded as an indweller in parish of Spott
A/EGD/1364,Issobell,Jonstoune,,,Female,Gullane,P/ST/720,Haddington,Haddington,,,also spelled as Johnstoun.
A/EGD/1365,Isobell (Elspeth),Crockett,,,Female,Garveston,P/ST/443,Stirling,Clackmannan,,,Recorded as Issobell in printed RPC and Elspeth in manuscript.  She is recorded as Elspeth in the circuit court record. Also recorded as Elspett and Elizabeth
A/EGD/1366,Jean,Getgood,,,Female,,P/ST/1321,Dalkeith,Haddington,,,recorded as resident in parish
A/EGD/1367,Jean,Huntar,,,Female,,P/ST/1321,Dalkeith,Edinburgh,,,resident in parish
A/EGD/1368,Elspeth,Yester,,,Female,,P/ST/1456,Dunbar,Haddington,,,recorded as an indweller in parish of Spott
A/EGD/1369,James,Jonstoun,,,Male,,P/ST/1456,Dunbar,Haddington,,,recorded as being indweller in parish of Spott
A/EGD/137,James,Mure,,,Male,Minihagen,P/ST/696,Ayr,Ayr,,,
A/EGD/1370,George,Watson,,,Male,,P/ST/1456,Dunbar,Haddington,,,recorded as an indweller in parish of Spott
A/EGD/1371,Margaret,Elleot,,,Female,,P/ST/1456,Dunbar,Haddington,,,recorded as indweller in parish of Spott
A/EGD/1372,Margret,Moffatt,,,Female,,P/ST/1456,Dunbar,Haddington,,,recorded as an indweller in Spott parish
A/EGD/1373,Elspeth,Grinlaw,,,Female,,P/JO/3542,Linlithgow,Linlithgow,,,from the west end of Queensferry
A/EGD/1374,Issobell,Bathgate,,,Female,,P/JO/3542,Linlithgow,Linlithgow,,,
A/EGD/1375,Margret,Bartan,,,Female,,P/JO/3542,Linlithgow,Linlithgow,,,
A/EGD/1376,Elspeth,Halliburtonn,,,Female,,P/ST/1299,Dalkeith,Edinburgh,,,
A/EGD/1378,William,Hog,,,Male,,P/ST/1299,Dalkeith,Edinburgh,,,recorded as an indweller in Newton
A/EGD/1379,Jon,Harlaw,,,Male,,P/ST/1321,Dalkeith,Haddington,,,recorded as resident in the parish
A/EGD/138,Grissel,Gairdner,,,Female,,P/ST/1273,Cupar,Fife,Widowed,,Deceased husband was a burgess.
A/EGD/1380,Katherin,Jonstoun,,,Female,,P/ST/1321,Dalkeith,Haddington,,,recorded as resident in the parish
A/EGD/1381,Bessie,Turnbull,,,Female,,P/ST/1321,Dalkeith,Haddington,,,recorded as resident in parish
A/EGD/1382,Margret,Hawie,,,Female,,P/ST/1321,Dalkeith,Haddington,,,recorded as resident in the parish
A/EGD/1383,Jean,Knox,,,Female,,P/ST/1321,Dalkeith,Haddington,,,recorded as resident of parish
A/EGD/1384,Kathrin,Huntar,,,Female,,P/JO/3540,Dalkeith,Edinburgh,,,recorded as an indweller in Dalkeith
A/EGD/1385,George,Lumsdeall,,,Male,,P/ST/968,Peebles,Peebles,,,
A/EGD/1387,Jonet,Curry,,,Female,Pentland,P/ST/1131,Dalkeith,Edinburgh,Single,,Mother Margret Walker also accused.  Age estimated from mother.
A/EGD/1388,Margret,Walker,,,Female,Pentland,P/ST/1131,Dalkeith,Edinburgh,Married,,Has daughter who was also accused.
A/EGD/1389,Issobell,Syrie,,,Female,,P/ST/845,Forfar,Forfar,,,Recorded in RPC as indweller. Possibly the same as Isobell Shyrie C/EGD/2422.
A/EGD/139,Marioun,Tailyeor,,,Female,,,,,Married,,Listed as from Tarye and from Bryhainye?
A/EGD/1390,Helen,Belshes,,,Female,,,Chirnside,Berwick,,,A number of commissioners were from Eyemouth so accused may have been from there also.
A/EGD/1391,Barbara,Hood,,,Female,,,Chirnside,Berwick,,,A number of the commissioners were from Eyemouth so accused may have come from there also.
A/EGD/1392,Adam,Robertson,,,Male,,P/ST/804,Chirnside,Berwick,,Maltman,Age estimated as he had adult son who was liable to pay 2000 merks if he did not appear for trial.
A/EGD/1393,Helen,Brikinrig,,,Female,,P/ST/661,Dalkeith,Edinburgh,,,Stated as indweller in Crichton in RPC.
A/EGD/1394,Eupham,Adair,,,Female,,P/ST/661,Dalkeith,Edinburgh,,,Recorded as an indweller in Crichton.
A/EGD/1395,Kathrin,Key,,,Female,,P/ST/1273,Cupar,Fife,,,Recorded as an indweller in Newburgh
A/EGD/1396,Margret,Liddell,,,Female,,P/ST/1273,Cupar,Fife,,,Recorded as an indweller in Newburgh
A/EGD/1397,Helen,Cothall,,,Female,,P/ST/845,Forfar,Forfar,,,
A/EGD/1398,Helen,Guthery,,,Female,,P/ST/845,Forfar,Forfar,,,
A/EGD/1399,Issobell,Smith,,,Female,,P/ST/1304,Forfar,Forfar,,,
A/EGD/14,Jonet,Maissone,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,,,
A/EGD/140,Jonet,Irving,,,Female,Mureailhouse,P/ST/392,Brechin,Perth,,,
A/EGD/1400,Elspeth,Gutherie,,,Female,,P/ST/845,Forfar,Forfar,,,
A/EGD/1401,Margaret,Dron,,,Female,,P/ST/1405,Perth,Perth,,,
A/EGD/1402,Jon,Boig,,,Male,,P/ST/971,Greenock,Renfrew,,,Recorded as an indweller in RPC.
A/EGD/1403,Jonet,Morison,,,Female,Gourock,P/ST/971,Greenock,Renfrew,Married,,Recorded as an indweller in RPC.
A/EGD/1404,Beatrix,Lyon,,,Female,Fynock,P/ST/971,Greenock,Renfrew,Married,,Recorded as an indweller in RPC.
A/EGD/1405,Issobell,Marshall,,,Female,,P/ST/1405,Perth,Perth,,,Accused recorded as being an indweller in Rhynd.
A/EGD/1406,Issobell,McKessock,,,Female,,P/ST/1405,Perth,Perth,,,Recorded as an indweller in Rhynd in RPC.
A/EGD/1407,Eupham,Hougan,,,Female,,P/ST/1405,Perth,Perth,,,Noted as an indweller in Rhynd in RPC.
A/EGD/1408,Margaret,Lauson,,,Female,,P/ST/1421,Selkirk,Selkirk,,,
A/EGD/1409,William,Cowan,,,Male,,P/ST/961,Dunbar,Haddington,,,Recorded as an indweller.
A/EGD/141,Robert,Erskine,,,Male,,P/ST/392,Brechin,Perth,,,"He was known as Johnne of Logy, and was heir apparent of Dun."
A/EGD/1410,James,Murray,,,Male,,P/ST/968,Peebles,Peebles,,,Recorded as an indweller.
A/EGD/1411,Jonet,Crystie,,,Female,,P/ST/77,Perth,Perth,,,recorded as Abernethy parish in Perthshire.
A/EGD/1412,Margaret,Mathie,,,Female,,P/ST/77,Perth,Perth,,,recorded as being from Abernethy parish in Perthshire.
A/EGD/1413,Jon,Dougleish,,,Male,,P/ST/856,Cupar,Fife,,,
A/EGD/1414,Jonet,Edward,,,Female,,P/ST/856,Cupar,Fife,,,
A/EGD/1415,Margret,Dryburgh,,,Female,,P/ST/854,Cupar,Fife,,,
A/EGD/1416,Elspeth,Young,,,Female,,P/ST/77,Perth,Perth,,,Recorded from Abernethy in Perthshire.
A/EGD/1417,Margret,Bell,,,Female,Kinnaird,P/ST/418,Cupar,Fife,,,
A/EGD/1418,Elspeth,Bruce,,,Female,Old Lindores,P/ST/418,Cupar,Fife,,,
A/EGD/1419,Elspeth,Seatoun,,,Female,Old Lindores,P/ST/418,Cupar,Fife,,,
A/EGD/142,Annas,Erskine,,,Female,,P/ST/392,Brechin,Perth,,,Their father was the heir apparent of Logie.
A/EGD/1420,Christian,Gray,,,Female,,P/ST/1069,Kinross,Kinross,Married,,Husband was a cobbler in Kinross
